reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
"While the Las Vegas hold 'em tables provide the backdrop, this film revolves around human emotions.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Lucky You is hardly Mr. Hanson's strongest effort, but it does contain many of his saving graces: a warm regard for his characters, an unhurried pace for his narrative and a grown-up sense of morality.",Fresh,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"a film that probably should have been held a bit longer, if not folded to DVD all together.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The cuts are obvious, the rhythms sluggish, and the dialogue redundant, as if the movie's afraid you've missed it the first time.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"it's always sad to drag a movie out to die opening against a mega-blockbuster, no matter how bad it really is",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Lucky You is a decent and often engaging character study that deserved more respect from critics and the studio than it received.,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Below average, overlong drama that fails to deliver an emotional punch, largely because it's unsure of whether it wants to be a father-son drama or a romcom.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Gambling drama never seems to draw the right cards. Best to fold...,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
But Lucky You would be distinctly better if it were shorter in length and clearer about the rules of the game. Its idea that gamblers carry on much the same in life as they do at the tables is hardly original enough to sustain the whole film.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The beats here aren't bad, they're just slow, slight and rather predictable.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"As Kenny Rogers once said: ""It's all about knowing when to hold 'em and knowing when to fold 'em"". In poker terms this over-long flop is a busted flush.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Although Lucky You was made nearly two years ago, it seems Warner Brothers didn't quite know what to do with it, hence it being quietly slipped out in a quiet week between blockbusters. Maybe they hoped nobody would notice.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"A frustrating case of good pedigree, bad form. Delayed time and again, this mish-mash of listless plotting, shallow characters and uninvolving action sadly wasn't worth the wait. Poker fans are better off looking up The Cincinnati Kid or Rounders.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
